order_id,order_date,required_date,shipped_date,product_id,product_name,order_unit_price,quantity,discount,ship_via,freight,ship_name,ship_city,ship_country,shipper_id,shipper_name,category_id,category_name,quantity_per_unit,product_unit_price,units_in_stock,units_on_order,reorder_level,discontinued,supplier_id,supplier_name,supplier_city,supplier_country,customer_id,customer_name,customer_city,customer_country,lat,long,employee_id,employee_name,employee_title,employee_hire_date,employee_city,employee_country
11062,1998-04-30,1998-05-28,,70,Outback Lager,15.0,12,0.2,2,29.93,Reggiani Caseifici,Reggio Emilia,Italy,2,United Package,1,Beverages,24 - 355 ml bottles,15.0,15,10,30,0,7,"Pavlova, Ltd.",Melbourne,Australia,REGGC,Reggiani Caseifici,Reggio Emilia,Italy,4.187.194,1.256.738,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10315,1996-09-26,1996-10-24,1996-10-03,70,Outback Lager,12.0,30,0.0,2,41.76,Island Trading,Cowes,UK,2,United Package,1,Beverages,24 - 355 ml bottles,15.0,15,10,30,0,7,"Pavlova, Ltd.",Melbourne,Australia,ISLAT,Island Trading,Cowes,UK,55.378.051,-3.435.973,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10621,1997-08-05,1997-09-02,1997-08-11,70,Outback Lager,15.0,20,0.0,2,23.73,Island Trading,Cowes,UK,2,United Package,1,Beverages,24 - 355 ml bottles,15.0,15,10,30,0,7,"Pavlova, Ltd.",Melbourne,Australia,ISLAT,Island Trading,Cowes,UK,55.378.051,-3.435.973,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10389,1996-12-20,1997-01-17,1996-12-24,70,Outback Lager,12.0,30,0.0,2,47.42,Bottom-Dollar Markets,Tsawassen,Canada,2,United Package,1,Beverages,24 - 355 ml bottles,15.0,15,10,30,0,7,"Pavlova, Ltd.",Melbourne,Australia,BOTTM,Bottom-Dollar Markets,Tsawassen,Canada,56.130.366,-106.346.771,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10485,1997-03-25,1997-04-08,1997-03-31,70,Outback Lager,12.0,60,0.1,2,64.45,LINO-Delicateses,I. de Margarita,Venezuela,2,United Package,1,Beverages,24 - 355 ml bottles,15.0,15,10,30,0,7,"Pavlova, Ltd.",Melbourne,Australia,LINOD,LINO-Delicateses,I. de Margarita,Venezuela,642.375,-6.658.973,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10382,1996-12-13,1997-01-10,1996-12-16,74,Longlife Tofu,8.0,50,0.0,1,94.77,Ernst Handel,Graz,Austria,1,Speedy Express,7,Produce,5 kg pkg.,10.0,4,20,5,0,4,Tokyo Traders,Tokyo,Japan,ERNSH,Ernst Handel,Graz,Austria,47.516.231,14.550.072,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10418,1997-01-17,1997-02-14,1997-01-24,74,Longlife Tofu,8.0,15,0.0,1,17.55,QUICK-Stop,Cunewalde,Germany,1,Speedy Express,7,Produce,5 kg pkg.,10.0,4,20,5,0,4,Tokyo Traders,Tokyo,Japan,QUICK,QUICK-Stop,Cunewalde,Germany,51.165.691,10.451.526,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10504,1997-04-11,1997-05-09,1997-04-18,2,Chang,19.0,12,0.0,3,59.13,White Clover Markets,Seattle,USA,3,Federal Shipping,1,Beverages,24 - 12 oz bottles,19.0,17,40,25,1,1,Exotic Liquids,London,UK,WHITC,White Clover Markets,Seattle,USA,3.709.024,-95.712.891,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10622,1997-08-06,1997-09-03,1997-08-11,2,Chang,19.0,20,0.0,3,50.97,Ricardo Adocicados,Rio de Janeiro,Brazil,3,Federal Shipping,1,Beverages,24 - 12 oz bottles,19.0,17,40,25,1,1,Exotic Liquids,London,UK,RICAR,Ricardo Adocicados,Rio de Janeiro,Brazil,-14.235.004,-5.192.528,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10741,1997-11-14,1997-11-28,1997-11-18,2,Chang,19.0,15,0.2,3,10.96,Around the Horn,Colchester,UK,3,Federal Shipping,1,Beverages,24 - 12 oz bottles,19.0,17,40,25,1,1,Exotic Liquids,London,UK,AROUT,Around the Horn,London,UK,55.378.051,-3.435.973,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10766,1997-12-05,1998-01-02,1997-12-09,2,Chang,19.0,40,0.0,1,157.55,Ottilies Käseladen,Köln,Germany,1,Speedy Express,1,Beverages,24 - 12 oz bottles,19.0,17,40,25,1,1,Exotic Liquids,London,UK,OTTIK,Ottilies Käseladen,Köln,Germany,51.165.691,10.451.526,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10418,1997-01-17,1997-02-14,1997-01-24,2,Chang,15.2,60,0.0,1,17.55,QUICK-Stop,Cunewalde,Germany,1,Speedy Express,1,Beverages,24 - 12 oz bottles,19.0,17,40,25,1,1,Exotic Liquids,London,UK,QUICK,QUICK-Stop,Cunewalde,Germany,51.165.691,10.451.526,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10641,1997-08-22,1997-09-19,1997-08-26,2,Chang,19.0,50,0.0,2,179.61,HILARION-Abastos,San Cristóbal,Venezuela,2,United Package,1,Beverages,24 - 12 oz bottles,19.0,17,40,25,1,1,Exotic Liquids,London,UK,HILAA,HILARION-Abastos,San Cristóbal,Venezuela,642.375,-6.658.973,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
11072,1998-05-05,1998-06-02,,2,Chang,19.0,8,0.0,2,258.64,Ernst Handel,Graz,Austria,2,United Package,1,Beverages,24 - 12 oz bottles,19.0,17,40,25,1,1,Exotic Liquids,London,UK,ERNSH,Ernst Handel,Graz,Austria,47.516.231,14.550.072,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10342,1996-10-30,1996-11-13,1996-11-04,2,Chang,15.2,24,0.2,2,54.83,Frankenversand,München,Germany,2,United Package,1,Beverages,24 - 12 oz bottles,19.0,17,40,25,1,1,Exotic Liquids,London,UK,FRANK,Frankenversand,München,Germany,51.165.691,10.451.526,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10440,1997-02-10,1997-03-10,1997-02-28,2,Chang,15.2,45,0.15,2,86.53,Save-a-lot Markets,Boise,USA,2,United Package,1,Beverages,24 - 12 oz bottles,19.0,17,40,25,1,1,Exotic Liquids,London,UK,SAVEA,Save-a-lot Markets,Boise,USA,3.709.024,-95.712.891,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10485,1997-03-25,1997-04-08,1997-03-31,2,Chang,15.2,20,0.1,2,64.45,LINO-Delicateses,I. de Margarita,Venezuela,2,United Package,1,Beverages,24 - 12 oz bottles,19.0,17,40,25,1,1,Exotic Liquids,London,UK,LINOD,LINO-Delicateses,I. de Margarita,Venezuela,642.375,-6.658.973,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10257,1996-07-16,1996-08-13,1996-07-22,77,Original Frankfurter grüne Soße,10.4,15,0.0,3,81.91,HILARION-Abastos,San Cristóbal,Venezuela,3,Federal Shipping,2,Condiments,12 boxes,13.0,32,0,15,0,12,Plutzer Lebensmittelgroßmärkte AG,Frankfurt,Germany,HILAA,HILARION-Abastos,San Cristóbal,Venezuela,642.375,-6.658.973,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10554,1997-05-30,1997-06-27,1997-06-05,77,Original Frankfurter grüne Soße,13.0,10,0.05,3,120.97,Ottilies Käseladen,Köln,Germany,3,Federal Shipping,2,Condiments,12 boxes,13.0,32,0,15,0,12,Plutzer Lebensmittelgroßmärkte AG,Frankfurt,Germany,OTTIK,Ottilies Käseladen,Köln,Germany,51.165.691,10.451.526,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10451,1997-02-19,1997-03-05,1997-03-12,77,Original Frankfurter grüne Soße,10.4,55,0.1,3,189.09,QUICK-Stop,Cunewalde,Germany,3,Federal Shipping,2,Condiments,12 boxes,13.0,32,0,15,0,12,Plutzer Lebensmittelgroßmärkte AG,Frankfurt,Germany,QUICK,QUICK-Stop,Cunewalde,Germany,51.165.691,10.451.526,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10590,1997-07-07,1997-08-04,1997-07-14,77,Original Frankfurter grüne Soße,13.0,60,0.05,3,44.77,Mère Paillarde,Montréal,Canada,3,Federal Shipping,2,Condiments,12 boxes,13.0,32,0,15,0,12,Plutzer Lebensmittelgroßmärkte AG,Frankfurt,Germany,MEREP,Mère Paillarde,Montréal,Canada,56.130.366,-106.346.771,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10417,1997-01-16,1997-02-13,1997-01-28,77,Original Frankfurter grüne Soße,10.4,35,0.0,3,70.29,Simons bistro,Kobenhavn,Denmark,3,Federal Shipping,2,Condiments,12 boxes,13.0,32,0,15,0,12,Plutzer Lebensmittelgroßmärkte AG,Frankfurt,Germany,SIMOB,Simons bistro,Kobenhavn,Denmark,5.626.392,9.501.785,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10658,1997-09-05,1997-10-03,1997-09-08,77,Original Frankfurter grüne Soße,13.0,70,0.05,1,364.15,QUICK-Stop,Cunewalde,Germany,1,Speedy Express,2,Condiments,12 boxes,13.0,32,0,15,0,12,Plutzer Lebensmittelgroßmärkte AG,Frankfurt,Germany,QUICK,QUICK-Stop,Cunewalde,Germany,51.165.691,10.451.526,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10930,1998-03-06,1998-04-17,1998-03-18,21,Sir Rodney's Scones,10.0,36,0.0,3,15.55,Suprêmes délices,Charleroi,Belgium,3,Federal Shipping,3,Confections,24 pkgs. x 4 pieces,10.0,3,40,5,0,8,"Specialty Biscuits, Ltd.",Manchester,UK,SUPRD,Suprêmes délices,Charleroi,Belgium,50.503.887,4.469.936,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10259,1996-07-18,1996-08-15,1996-07-25,21,Sir Rodney's Scones,8.0,10,0.0,3,3.25,Centro comercial Moctezuma,México D.F.,Mexico,3,Federal Shipping,3,Confections,24 pkgs. x 4 pieces,10.0,3,40,5,0,8,"Specialty Biscuits, Ltd.",Manchester,UK,CENTC,Centro comercial Moctezuma,México D.F.,Mexico,23.634.501,-102.552.784,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10504,1997-04-11,1997-05-09,1997-04-18,21,Sir Rodney's Scones,10.0,12,0.0,3,59.13,White Clover Markets,Seattle,USA,3,Federal Shipping,3,Confections,24 pkgs. x 4 pieces,10.0,3,40,5,0,8,"Specialty Biscuits, Ltd.",Manchester,UK,WHITC,White Clover Markets,Seattle,USA,3.709.024,-95.712.891,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
11040,1998-04-22,1998-05-20,,21,Sir Rodney's Scones,10.0,20,0.0,3,18.84,Great Lakes Food Market,Eugene,USA,3,Federal Shipping,3,Confections,24 pkgs. x 4 pieces,10.0,3,40,5,0,8,"Specialty Biscuits, Ltd.",Manchester,UK,GREAL,Great Lakes Food Market,Eugene,USA,3.709.024,-95.712.891,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10430,1997-01-30,1997-02-13,1997-02-03,21,Sir Rodney's Scones,8.0,50,0.0,1,458.78,Ernst Handel,Graz,Austria,1,Speedy Express,3,Confections,24 pkgs. x 4 pieces,10.0,3,40,5,0,8,"Specialty Biscuits, Ltd.",Manchester,UK,ERNSH,Ernst Handel,Graz,Austria,47.516.231,14.550.072,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10658,1997-09-05,1997-10-03,1997-09-08,21,Sir Rodney's Scones,10.0,60,0.0,1,364.15,QUICK-Stop,Cunewalde,Germany,1,Speedy Express,3,Confections,24 pkgs. x 4 pieces,10.0,3,40,5,0,8,"Specialty Biscuits, Ltd.",Manchester,UK,QUICK,QUICK-Stop,Cunewalde,Germany,51.165.691,10.451.526,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10873,1998-02-06,1998-03-06,1998-02-09,21,Sir Rodney's Scones,10.0,20,0.0,1,0.82,Wilman Kala,Helsinki,Finland,1,Speedy Express,3,Confections,24 pkgs. x 4 pieces,10.0,3,40,5,0,8,"Specialty Biscuits, Ltd.",Manchester,UK,WILMK,Wilman Kala,Helsinki,Finland,6.192.411,25.748.151,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10261,1996-07-19,1996-08-16,1996-07-30,21,Sir Rodney's Scones,8.0,20,0.0,2,3.05,Que Delícia,Rio de Janeiro,Brazil,2,United Package,3,Confections,24 pkgs. x 4 pieces,10.0,3,40,5,0,8,"Specialty Biscuits, Ltd.",Manchester,UK,QUEDE,Que Delícia,Rio de Janeiro,Brazil,-14.235.004,-5.192.528,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10861,1998-01-30,1998-02-27,1998-02-17,21,Sir Rodney's Scones,10.0,40,0.0,2,14.93,White Clover Markets,Seattle,USA,2,United Package,3,Confections,24 pkgs. x 4 pieces,10.0,3,40,5,0,8,"Specialty Biscuits, Ltd.",Manchester,UK,WHITC,White Clover Markets,Seattle,USA,3.709.024,-95.712.891,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10716,1997-10-24,1997-11-21,1997-10-27,21,Sir Rodney's Scones,10.0,5,0.0,2,22.57,Rancho grande,Buenos Aires,Argentina,2,United Package,3,Confections,24 pkgs. x 4 pieces,10.0,3,40,5,0,8,"Specialty Biscuits, Ltd.",Manchester,UK,RANCH,Rancho grande,Buenos Aires,Argentina,-38.416.097,-63.616.672,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10884,1998-02-12,1998-03-12,1998-02-13,21,Sir Rodney's Scones,10.0,40,0.05,2,90.97,Let's Stop N Shop,San Francisco,USA,2,United Package,3,Confections,24 pkgs. x 4 pieces,10.0,3,40,5,0,8,"Specialty Biscuits, Ltd.",Manchester,UK,LETSS,Let's Stop N Shop,San Francisco,USA,3.709.024,-95.712.891,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10930,1998-03-06,1998-04-17,1998-03-18,27,Schoggi Schokolade,43.9,25,0.0,3,15.55,Suprêmes délices,Charleroi,Belgium,3,Federal Shipping,3,Confections,100 - 100 g pieces,43.9,49,0,30,0,11,Heli Süßwaren GmbH & Co. KG,Berlin,Germany,SUPRD,Suprêmes délices,Charleroi,Belgium,50.503.887,4.469.936,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10257,1996-07-16,1996-08-13,1996-07-22,27,Schoggi Schokolade,35.1,25,0.0,3,81.91,HILARION-Abastos,San Cristóbal,Venezuela,3,Federal Shipping,3,Confections,100 - 100 g pieces,43.9,49,0,30,0,11,Heli Süßwaren GmbH & Co. KG,Berlin,Germany,HILAA,HILARION-Abastos,San Cristóbal,Venezuela,642.375,-6.658.973,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10284,1996-08-19,1996-09-16,1996-08-27,27,Schoggi Schokolade,35.1,15,0.25,1,76.56,Lehmanns Marktstand,Frankfurt a.M.,Germany,1,Speedy Express,3,Confections,100 - 100 g pieces,43.9,49,0,30,0,11,Heli Süßwaren GmbH & Co. KG,Berlin,Germany,LEHMS,Lehmanns Marktstand,Frankfurt a.M.,Germany,51.165.691,10.451.526,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10760,1997-12-01,1997-12-29,1997-12-10,27,Schoggi Schokolade,43.9,40,0.0,1,155.64,Maison Dewey,Bruxelles,Belgium,1,Speedy Express,3,Confections,100 - 100 g pieces,43.9,49,0,30,0,11,Heli Süßwaren GmbH & Co. KG,Berlin,Germany,MAISD,Maison Dewey,Bruxelles,Belgium,50.503.887,4.469.936,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10930,1998-03-06,1998-04-17,1998-03-18,55,Pâté chinois,24.0,25,0.2,3,15.55,Suprêmes délices,Charleroi,Belgium,3,Federal Shipping,6,Meat/Poultry,24 boxes x 2 pies,24.0,115,0,20,0,25,Ma Maison,Montréal,Canada,SUPRD,Suprêmes délices,Charleroi,Belgium,50.503.887,4.469.936,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10564,1997-06-10,1997-07-08,1997-06-16,55,Pâté chinois,24.0,25,0.05,3,13.75,Rattlesnake Canyon Grocery,Albuquerque,USA,3,Federal Shipping,6,Meat/Poultry,24 boxes x 2 pies,24.0,115,0,20,0,25,Ma Maison,Montréal,Canada,RATTC,Rattlesnake Canyon Grocery,Albuquerque,USA,3.709.024,-95.712.891,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10451,1997-02-19,1997-03-05,1997-03-12,55,Pâté chinois,19.2,120,0.1,3,189.09,QUICK-Stop,Cunewalde,Germany,3,Federal Shipping,6,Meat/Poultry,24 boxes x 2 pies,24.0,115,0,20,0,25,Ma Maison,Montréal,Canada,QUICK,QUICK-Stop,Cunewalde,Germany,51.165.691,10.451.526,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10606,1997-07-22,1997-08-19,1997-07-31,55,Pâté chinois,24.0,20,0.2,3,79.4,Tradiçao Hipermercados,Sao Paulo,Brazil,3,Federal Shipping,6,Meat/Poultry,24 boxes x 2 pies,24.0,115,0,20,0,25,Ma Maison,Montréal,Canada,TRADH,Tradição Hipermercados,Sao Paulo,Brazil,-14.235.004,-5.192.528,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10725,1997-10-31,1997-11-28,1997-11-05,55,Pâté chinois,24.0,6,0.0,3,10.83,Familia Arquibaldo,Sao Paulo,Brazil,3,Federal Shipping,6,Meat/Poultry,24 boxes x 2 pies,24.0,115,0,20,0,25,Ma Maison,Montréal,Canada,FAMIA,Familia Arquibaldo,Sao Paulo,Brazil,-14.235.004,-5.192.528,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10707,1997-10-16,1997-10-30,1997-10-23,55,Pâté chinois,24.0,21,0.0,3,21.74,Around the Horn,Colchester,UK,3,Federal Shipping,6,Meat/Poultry,24 boxes x 2 pies,24.0,115,0,20,0,25,Ma Maison,Montréal,Canada,AROUT,Around the Horn,London,UK,55.378.051,-3.435.973,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
11002,1998-04-06,1998-05-04,1998-04-16,55,Pâté chinois,24.0,40,0.0,1,141.16,Save-a-lot Markets,Boise,USA,1,Speedy Express,6,Meat/Poultry,24 boxes x 2 pies,24.0,115,0,20,0,25,Ma Maison,Montréal,Canada,SAVEA,Save-a-lot Markets,Boise,USA,3.709.024,-95.712.891,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10342,1996-10-30,1996-11-13,1996-11-04,55,Pâté chinois,19.2,40,0.2,2,54.83,Frankenversand,München,Germany,2,United Package,6,Meat/Poultry,24 boxes x 2 pies,24.0,115,0,20,0,25,Ma Maison,Montréal,Canada,FRANK,Frankenversand,München,Germany,51.165.691,10.451.526,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10802,1997-12-29,1998-01-26,1998-01-02,55,Pâté chinois,24.0,60,0.25,2,257.26,Simons bistro,Kobenhavn,Denmark,2,United Package,6,Meat/Poultry,24 boxes x 2 pies,24.0,115,0,20,0,25,Ma Maison,Montréal,Canada,SIMOB,Simons bistro,Kobenhavn,Denmark,5.626.392,9.501.785,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10728,1997-11-04,1997-12-02,1997-11-11,55,Pâté chinois,24.0,12,0.0,2,58.33,Queen Cozinha,Sao Paulo,Brazil,2,United Package,6,Meat/Poultry,24 boxes x 2 pies,24.0,115,0,20,0,25,Ma Maison,Montréal,Canada,QUEEN,Queen Cozinha,Sao Paulo,Brazil,-14.235.004,-5.192.528,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10389,1996-12-20,1997-01-17,1996-12-24,55,Pâté chinois,19.2,15,0.0,2,47.42,Bottom-Dollar Markets,Tsawassen,Canada,2,United Package,6,Meat/Poultry,24 boxes x 2 pies,24.0,115,0,20,0,25,Ma Maison,Montréal,Canada,BOTTM,Bottom-Dollar Markets,Tsawassen,Canada,56.130.366,-106.346.771,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10485,1997-03-25,1997-04-08,1997-03-31,55,Pâté chinois,19.2,30,0.1,2,64.45,LINO-Delicateses,I. de Margarita,Venezuela,2,United Package,6,Meat/Poultry,24 boxes x 2 pies,24.0,115,0,20,0,25,Ma Maison,Montréal,Canada,LINOD,LINO-Delicateses,I. de Margarita,Venezuela,642.375,-6.658.973,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10930,1998-03-06,1998-04-17,1998-03-18,58,Escargots de Bourgogne,13.25,30,0.2,3,15.55,Suprêmes délices,Charleroi,Belgium,3,Federal Shipping,8,Seafood,24 pieces,13.25,62,0,20,0,27,Escargots Nouveaux,Montceau,France,SUPRD,Suprêmes délices,Charleroi,Belgium,50.503.887,4.469.936,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10373,1996-12-05,1997-01-02,1996-12-11,58,Escargots de Bourgogne,10.6,80,0.2,3,124.12,Hungry Owl All-Night Grocers,Cork,Ireland,3,Federal Shipping,8,Seafood,24 pieces,13.25,62,0,20,0,27,Escargots Nouveaux,Montceau,France,HUNGO,Hungry Owl All-Night Grocers,Cork,Ireland,5.341.291,-824.389,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10636,1997-08-19,1997-09-16,1997-08-26,58,Escargots de Bourgogne,13.25,6,0.0,1,1.15,Wartian Herkku,Oulu,Finland,1,Speedy Express,8,Seafood,24 pieces,13.25,62,0,20,0,27,Escargots Nouveaux,Montceau,France,WARTH,Wartian Herkku,Oulu,Finland,6.192.411,25.748.151,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10913,1998-02-26,1998-03-26,1998-03-04,58,Escargots de Bourgogne,13.25,15,0.0,1,33.05,Queen Cozinha,Sao Paulo,Brazil,1,Speedy Express,8,Seafood,24 pieces,13.25,62,0,20,0,27,Escargots Nouveaux,Montceau,France,QUEEN,Queen Cozinha,Sao Paulo,Brazil,-14.235.004,-5.192.528,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10863,1998-02-02,1998-03-02,1998-02-17,58,Escargots de Bourgogne,13.25,12,0.15,2,30.26,HILARION-Abastos,San Cristóbal,Venezuela,2,United Package,8,Seafood,24 pieces,13.25,62,0,20,0,27,Escargots Nouveaux,Montceau,France,HILAA,HILARION-Abastos,San Cristóbal,Venezuela,642.375,-6.658.973,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10847,1998-01-22,1998-02-05,1998-02-10,60,Camembert Pierrot,34.0,45,0.2,3,487.57,Save-a-lot Markets,Boise,USA,3,Federal Shipping,4,Dairy Products,15 - 300 g rounds,34.0,19,0,0,0,28,Gai pâturage,Annecy,France,SAVEA,Save-a-lot Markets,Boise,USA,3.709.024,-95.712.891,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
11061,1998-04-30,1998-06-11,,60,Camembert Pierrot,34.0,15,0.0,3,14.01,Great Lakes Food Market,Eugene,USA,3,Federal Shipping,4,Dairy Products,15 - 300 g rounds,34.0,19,0,0,0,28,Gai pâturage,Annecy,France,GREAL,Great Lakes Food Market,Eugene,USA,3.709.024,-95.712.891,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10658,1997-09-05,1997-10-03,1997-09-08,60,Camembert Pierrot,34.0,55,0.05,1,364.15,QUICK-Stop,Cunewalde,Germany,1,Speedy Express,4,Dairy Products,15 - 300 g rounds,34.0,19,0,0,0,28,Gai pâturage,Annecy,France,QUICK,QUICK-Stop,Cunewalde,Germany,51.165.691,10.451.526,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10284,1996-08-19,1996-09-16,1996-08-27,60,Camembert Pierrot,27.2,20,0.25,1,76.56,Lehmanns Marktstand,Frankfurt a.M.,Germany,1,Speedy Express,4,Dairy Products,15 - 300 g rounds,34.0,19,0,0,0,28,Gai pâturage,Annecy,France,LEHMS,Lehmanns Marktstand,Frankfurt a.M.,Germany,51.165.691,10.451.526,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10252,1996-07-09,1996-08-06,1996-07-11,60,Camembert Pierrot,27.2,40,0.0,2,51.3,Suprêmes délices,Charleroi,Belgium,2,United Package,4,Dairy Products,15 - 300 g rounds,34.0,19,0,0,0,28,Gai pâturage,Annecy,France,SUPRD,Suprêmes délices,Charleroi,Belgium,50.503.887,4.469.936,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10419,1997-01-20,1997-02-17,1997-01-30,60,Camembert Pierrot,27.2,60,0.05,2,137.35,Richter Supermarkt,Genève,Switzerland,2,United Package,4,Dairy Products,15 - 300 g rounds,34.0,19,0,0,0,28,Gai pâturage,Annecy,France,RICSU,Richter Supermarkt,Genève,Switzerland,46.818.188,8.227.512,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10294,1996-08-30,1996-09-27,1996-09-05,60,Camembert Pierrot,27.2,21,0.0,2,147.26,Rattlesnake Canyon Grocery,Albuquerque,USA,2,United Package,4,Dairy Products,15 - 300 g rounds,34.0,19,0,0,0,28,Gai pâturage,Annecy,France,RATTC,Rattlesnake Canyon Grocery,Albuquerque,USA,3.709.024,-95.712.891,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10917,1998-03-02,1998-03-30,1998-03-11,60,Camembert Pierrot,34.0,10,0.0,2,8.29,Romero y tomillo,Madrid,Spain,2,United Package,4,Dairy Products,15 - 300 g rounds,34.0,19,0,0,0,28,Gai pâturage,Annecy,France,ROMEY,Romero y tomillo,Madrid,Spain,40.463.667,-374.922,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10830,1998-01-13,1998-02-24,1998-01-21,60,Camembert Pierrot,34.0,30,0.0,2,81.83,Tradiçao Hipermercados,Sao Paulo,Brazil,2,United Package,4,Dairy Products,15 - 300 g rounds,34.0,19,0,0,0,28,Gai pâturage,Annecy,France,TRADH,Tradição Hipermercados,Sao Paulo,Brazil,-14.235.004,-5.192.528,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10464,1997-03-04,1997-04-01,1997-03-14,60,Camembert Pierrot,27.2,20,0.0,2,89.0,Furia Bacalhau e Frutos do Mar,Lisboa,Portugal,2,United Package,4,Dairy Products,15 - 300 g rounds,34.0,19,0,0,0,28,Gai pâturage,Annecy,France,FURIB,Furia Bacalhau e Frutos do Mar,Lisboa,Portugal,39.399.872,-8.224.454,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10728,1997-11-04,1997-12-02,1997-11-11,60,Camembert Pierrot,34.0,15,0.0,2,58.33,Queen Cozinha,Sao Paulo,Brazil,2,United Package,4,Dairy Products,15 - 300 g rounds,34.0,19,0,0,0,28,Gai pâturage,Annecy,France,QUEEN,Queen Cozinha,Sao Paulo,Brazil,-14.235.004,-5.192.528,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
10493,1997-04-02,1997-04-30,1997-04-10,69,Gudbrandsdalsost,28.8,10,0.1,3,10.64,La maison d'Asie,Toulouse,France,3,Federal Shipping,4,Dairy Products,10 kg pkg.,36.0,26,0,15,0,15,Norske Meierier,Sandvika,Norway,LAMAI,La maison d'Asie,Toulouse,France,46.227.638,2.213.749,4,Peacock Margaret,Sales Representative,1993-05-03,Redmond,USA
